12;APLIKASI SISTEM PAKAR DIAGNOSA HAMA PENYAKIT DAN PENANGANANNYA PADA TANAMAN PADI MENGGUNAKAN METODE CERTAINTY FACTOR;Intelligent System and Control/IoT;2;1
13;PERANCANGAN APLIKASI MANAJEMEN KEUANGAN PADA MASJID NURUL ILMI BERBASIS WEB;Optimasi Database;3;1
14;ANALISA LOKASI LAYANAN KESEHATAN DENGAN METODE PUSAT GRAFITASI DI KOTA MAKASSAR;Artificial Intelligence;2;1
15;RANCANG BANGUN ALAT PENGUKUR GETARAN BANGUNAN SEBAGAI PERINGATAN DINI TERHADAP GEMPA BUMI BERBASIS ARDUINO;Intelligent System and Control/IoT;2;1
16;PERANCANGAN APLIKASI PERMOHONAN DAN PEMBERIAN KREDIT MENGGUNAKAN METODE WEIGHT PRODUCT PADA PT OTO MULITARTHA MAKASSAR;Sistem Pendukung Keputusan;1;1
17;SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PENERIMA BANTUAN SOSIAL TAHUNAN DENGAN METODE VIKOR;Sistem Pendukung Keputusan;1;1
18;PENERAPAN DATA MINING PREDIKSI PENJUALAN MOTOR DENGAN METODE K-NEAREST NEIGHBOR PADA REMAJA MOTOR (HONDA);Data Mining;1;1
19;PERANCANGAN APLIKASI SISTEM INFORMASI PENDAYAGUNAAN UNTUK SOP BERKAS PADA KANTOR KPKNL MAKASSAR BERBASIS ANDROID;E-Bisnis;1;1
20;PERANCANGAN APLIKASI RENTAL BUKU PADA TAMAN BACAAN MAITOBA BERBASIS WEB INTERAKTIF;Sistem Terdistribusi (Web Service);2;1
21;SISTEM PENDUKUNG KEPUTUSAN PENENTUAN MASA TANAM IDEAL JAGUNG MENGGUNAKAN METODE Naive Bayes;Sistem Pendukung Keputusan;1;1
22;Aplikasi Pelayanan Manajemen Gereja Pada Gereja Katolik Paroki Santo Paulus BerbasisMobile;E-Bisnis;1;1
23;PENGEMBANGAN MONITORING DIGITAL AKTIVITAS KEGIATAN KKLP DAN PENGAJUAN SKRIPSI MAHASISWA PADA STMIK DIPANEGARA BERBASIS MOBILE;Data Analyst;1;1
24;PENERAPAN METODE MOORA UNTUK PENENTUAN SAYUR DAN BUAH TERBAIK PADA CARREFOUR MAKASSAR;Sistem Pendukung Keputusan;1;1
25;SISTEM ANALISIS POLA PERSEBARAN COVID-19 MENGGUNAKAN METODE INDEKS MORAN DAN GEARY'S C;Data Mining;1;1
26;PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PAKET PERNIKAHAN DI BERBAGAI HOTEL KOTA MAKASSAR DENGAN MOORA;Sistem Pendukung Keputusan;1;1
27;RANCANG PROGRAM RESPONSIVITAS PELAYANAN PENGADUAN DAN PENYELESAIAN SENGKETA LINGKUNGAN PADA DINAS LINGKUNGAN HIDUP KOTA MAKASSAR BERBASIS MOBILE;E-Bisnis;1;1
28;SISTEM INFORMASI PENEMPATAN POSISI JABATAN KARYAWAN MENGGUNAKAN METODE PROFILE MATCHING;Sistem Pendukung Keputusan;1;1
29;SISTEM PELAPORAN KEUANGAN DAN PAJAK PADA RUMAH MAKAN RICHIMAS RICE BOX MAKASSAR BERBASIS WEB;E-Bisnis;1;1
30;IMPLEMENTASI ALGORITMA FP-GROWTH PADA APLIKASI PENJUALAN ONLINE TOKO AGUNG MAKASSAR;Data Mining;1;1
31;PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN PAKET WISATA RELIGI UMROH SESUAI KEBUTUHAN PELANGGAN DENGAN METODE TOPSIS;Sistem Pendukung Keputusan;1;1
32;INOVASI SISTEM ADMINISTRASI DESA BONTOMANAI KABUPATEN GOWA BERBASIS WEB;E-Bisnis;1;1
33;Sistem Pendukung Keputusan Pemilihan Saham Dengan Kombinasi Metode ANP Dan TOPSIS pada Bursa Efek Indonesia Cabang Makassar;Sistem Pendukung Keputusan;1;1
34;Aplikasi Media Pembelejaran Mobile Learning (M-Learning) Berbasis Android Terhadap kasus Corona Virus Desease 2019;E-Commerce;1;1
35;Analisis Website Portal Berita di Makasar Menggunakan metode Webqual dan Importance Performance Analysis;Data Analyst;1;1
36;PERANCANGAN APLIKASI PELAPORAN KINERJA DAN PENILAIAN ANGKA KREDIT PENGAWAS SEKOLAH PADA KANTOR DINAS KOTA MAKASSAR BERBASIS WEB;E-Bisnis;1;1
37;RANCANGAN PROGRAM EVALUASI & IDENTIFIKASI PENILAIAN KARYAWAN PADA PT. ASIA OUTSOURCING SERVICES MAKASSAR METODE PROMETHEE;Sistem Pendukung Keputusan;1;1
38;SISTEM PENUNJANG KEPUTUSAN KEPUASAN PELAYANAN KESEHATAN BERBASIS MOBILE MENGGUNAKAN METODE SERVQUAL;Sistem Pendukung Keputusan;1;1
39;PERANCANGAN APLIKASI TRANSAKSI DENGAN KWITANSI DIGITAL BERBASIS WEB DAN ANDROID PADA PERCETAKAN MARIDI;Sistem Terdistribusi (Web Service);2;1
40;PERANCANGAN APLIKASI PENGELOLAAN PASAR INDUK TERONG MAKASSAR;Intelligent System and Control/IoT;2;1
41;IMPLEMENTASI MACHINE LEARNING UNTUK MEMPREDIKSI KELULUSAN SISWA BERDASARKAN NILAI HARIAN SEKOLAH MENGGUNAKAN ALGORITMA SVM;Artificial Intelligence;2;1
42;IMPLEMENTASI FIREBASE DAN MYSQL UNTUK MENGENDALIKAN STOCK PADA MAX STORE MAKASSAR BERBASIS WEB;Komputasi Awan;2;1
43;PERANCANGAN APLIKASI PENJUALAN BAJU KAOS BERBASIS WEB DAN ANDROID PADA TOKO PUSAKA MAKASSAR;Intelligent System and Control/IoT;2;1
44;PENGEMBANGAN SISTEM SCANNING EVENT TICKETING MENGGUNAKAN METODE THRESHOLDING BERBASIS APLIKASI ANDROID PADA ROSE PROJECT MUSIC EVENT ORGANIZER;Intelligent System and Control/IoT;2;1
45;IMPLEMENTASI PEMBELAJARAN DARING DENGAN E-LEARNING BERBASIS WEB DIMASA COVID-19 PADA SMP NEGERI 40 BULUKUMBA;Sistem Terdistribusi (Web Service);2;1
46;PERANCANGAN APLIKASI E-RAPORT PADA SEKOLAH DASAR NEGERI (SDN) TUNAS KARYA BERBASIS WEB DAN ANDROID;Sistem Terdistribusi (Web Service);2;1
47;PERANCANGAN APLIKASI PEMILIHAN APOTEKER GEMA CERMAT TERBAIK PADA DINAS KESEHATAN MAKASSAR MENGGUNAKAN METODE MULTI-ATTRIBUTIVE BORDER APPROXIMATION AREA COMPARISON (MABAC METHOD);Intelligent System and Control/IoT;2;1
48;PERANCANGAN APLIKASI PENGAJUAN JUDUL SKRIPSI DAN VALIDASI KELAYAKANNYA MENGGUNAKAN METODE WEIGHTED PRODUCT PADA STMIK DIPANEGARA MAKASSAR;Keamanan Komputer dan Informasi;2;1
49;PERANCANGAN ALAT PENGUKUR TINGGI BADAN OUTPUT SUARA BERBASIS ARDUINO;Intelligent System and Control/IoT;2;1
50;PENGEMBANGAN SISTEM KENDALI SUHU KANDANG BIBIT AYAM MENGGUNAKAN NODEMCU ESP8266 BERBASIS INTERNET OF THINGS;Intelligent System and Control/IoT;2;1
51;PERANCANGAN APLIKASI KALKULATOR KALORI MAKANAN DAN MINUMAN BERBASIS ANDROID;Artificial Intelligence;2;1
52;PERANCANGAN APLIKASI LOKASI FASILITAS KESEHATAN TERDEKAT MENGGUNAKAN ALGORITMA FLOYD WARSHAL BERBASIS MOBILE;Robotic;2;1
53;PERANCANGAN APLIKASI SISTEM PENDUKUNG KEPUTUSAN UNTUK MENILAI KINERJA GURU MENGGUNAKAN METODE FMADM- SAW BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
54;SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN INSENTIF BERDASARKAN PENILAIAN KINERJA KARYAWAN DENGAN METODE SAW;Intelligent System and Control/IoT;2;1
55;PERANCANGAN APLIKASI INTEGRASI UNIT USAHA ASPAL DAN STONE CRUSHER MENGGUNAKAN SISTEM JUST IN TIME BERBASIS WEB PADA PT GRAHA INDAH SARANA MAKASSAR;Sistem Terdistribusi (Web Service);2;1
56;Aplikasi Manajemen Laundry Menggunakan Teknologi QRCode Berbasis Android Pada Protech Laundry;E-Bisnis;1;1
57;PROTOTYPE ROBOT PENANAMAN BENIH BERBASIS LINE FOLLOWER;Robotic;2;1
58;PERANCANGAN APLIKASI PEMILIHAN WIDYAISWARA TELADAN PADA KANTOR BADAN PENGEMBANGAN SUMBER DAYA MANUSIA (BPSDM) PROVINSI SULAWESI SELATAN MENGGUNAKAN METODE MULTI-ATTRIBUTE UTILITY THEORY;Artificial Intelligence;2;1
59;PERANCANGAN SISTEM INFORMASI PENGUSULAN DAN PENILAIAN DAFTAR USULAN PENETAPAN ANGKA KREDIT (DUPAK) TENAGA PERAWAT PADA KANTOR DINAS KESEHATAN KOTA MAKASSAR BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
60;PENERAPAN DATA MINING UNTUK ANALISA FREKUENSI DISTRBUSI ELPIJI DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING;Artificial Intelligence;2;1
61;PERANCANGAN APLIKASI PEREKRUTAN TENAGA PENJUALAN DENGAN MEKANISME UJIAN ONLINE MENGGUNAKAN METODE VIKOR PADA DEALER HONDA;Artificial Intelligence;2;1
62;PERANCANGAN APLIKASI SURAT REKOMENDASI TERINTEGRASI PADA KANTOR PENCATATAN SIPIL BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
63;PERANCANGAN APLIKASI PEMANTAUAN SEBARAN DAN MITIGASI CLUSTER PENYAKIT DAN RAWAN BENCANA BERBASIS MOBILE PADA BPBD SULAWESI SELATAN;Intelligent System and Control/IoT;2;1
64;APLIKASI DATA MINING UNTUK PREDIKSI PEMBAYARAN TAGIHAN TIDAK TEPAT WAKTU KOSTUMER KARTU HALO MENGGUNAKAN ALGORITMA C 4.5;Artificial Intelligence;2;1
65;RANCANG BANGUN SISTEM INFORMASI SIMPAN PINJAM BERBASIS WEB DI BUMDES SEJAHTERA;Sistem Terdistribusi (Web Service);2;1
66;Pengembangan Sistem Informasi Penyewaan Alat Musik dan Baju Adat Sanggar Andi Mappe Berbasis Website;E-Commerce;3;1
67;Perancangan Aplikasi Penjualan Kue Kering Berbasis Web pada Kuker Mama Arya;E-Commerce;3;1
68;Perancangan Perangkat Lunak Aplikasi Penjualan Online Toko Mistore Berbasis Web;E-Commerce;3;1
69;Perancangan Sistem Informasi Monitoring Siswa Praktik Kerja Lapangan SMKN1 MUTIARA Berbasis Web;Sistem Terdistribusi (Web Service);3;1
70;Perancangan Aplikasi Pemesanan Obat pada Apotik XYZ masa pandemi Covid19 Berbasis Website;E-Commerce;3;1
71;SISTEM MANAGEMEN STRATEGIS PROGRAM KOTA TANPA KUMUH (KOTAKU) PADA KANTOR BAPPEDA KOTA MAKASSAR;Data Mining;3;1
72;Sistem Informasi Persediaan Barang Pada Gudang Proyek Pembangunan Perumahan AL-IKHLAS Square Berbasis Web;Optimasi Database;3;1
73;PERANCANGAN APLIKASI PEMESANAN DAN PENJUALAN BERBASIS ANDROID PADA DEPOT AIR MINUM NABILA;E-Commerce;3;1
74;Perancangan Aplikasi Ujian Online Pada SMP Negeri 1 Bangkala Berbasis Web;Sistem Terdistribusi (Web Service);3;1
75;Aplikasi Pencegahan Penularan dan Kepatuhan Pengobatan Pasien Tuberkulosis (TB);UI/UX Desain;3;1
76;Implementasi Virtual Reality 360° Interaktif Sebagai Media Informasi Pariwisata dengan Tampilan Stereoscopic Berbasis Android;E-Commerce;1;1
77;SISTEM KAMERA KEAMANAN MENGGUNAKAN RASPBERRY Pi 3 DAN TELEGRAM MESSAGE BERBASIS INTERNET OF THINGS;Intelligent System and Control/IoT;2;1
78;PERANCANGAN SISTEM INFORMASI INVENTARIS BARANG TERINTEGRASI PADA KANTOR BALAI BESAR PELAKSANAAN JALAN NASIONAL XIII MAKASSAR BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
79;PENERAPAN ALGORITMA K-NEAREST NEIGHBOR UNTUK KLASIFIKASI KELAYAKAN CALON NASABAH KREDIT BERBASIS WEB;Artificial Intelligence;2;1
80;RANCANG BANGUN APLIKASI INVENTORY BAHAN DAN KONTROL PENJUALAN PADA KERATON KAOS DAN SABLON MAKASSAR BERBASIS WEBSITE;Sistem Terdistribusi (Web Service);2;1
81;PROTOTIPE SISTEM PENGAMAN GEDUNG BAGI PENGUNJUNG BERDASARKAN SUHU TUBUH MENGGUNAKAN SENSOR MLX90614 BARBASIS ARDUINO;Intelligent System and Control/IoT;2;1
82;PERANCANGAN APLIKASI PENGELOLAAN TEMPAT FITNESS BERBASIS WEB DAN ANDROID PADA NINE GYM MAKASSAR;Sistem Terdistribusi (Web Service);2;1
83;PERANCANGAN SISTEM INFORMASI PENATA LAYANAN GEREJA TORAJA JEMAAT SATRIA KASIH MAKASSAR BERBASIS MOBILE;Sistem Terdistribusi (Web Service);2;1
84;Aplikasi monitoring produksi tanaman pangan buah salak dengan metode forecasting berbasis android;Data Mining;1;1
85;Penerapan Algoritma Jaro-Winkler Distance dan Text Preprocessing (Case Folding dan Stopword Elimination) Pada Aplikasi Ensiklopedia Muslimah Berbasis Android;Data Mining;1;1
86;PENGEMBANGAN APLIKASI RAPORT K-13 PADA SEKOLAH DASAR BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
87;PERANCANGAN APLIKASI SURAT DIGITAL DAN TANDA TANGAN MENGGUNAKAN QRCODE PADA DINAS KETENAGAKERJAAN KOTA MAKASSAR;Keamanan Komputer dan Informasi;2;1
88;PERANCANGAN APLIKASI KLASIFIKASI INDEKS DESA MEMBANGUN (IDM) DENGAN METODE AHP DAN SAW PADA KABUPATEN GOWA;Artificial Intelligence;2;1
89;PERANCANGAN APLIKASI DATA MINING UNTUK KLASIFIKASI BANTUAN DENGAN METODE ROUGH SET;Artificial Intelligence;2;1
90;PERANCANGAN APLIKASI DATA MINING CLSUTERING KINERJA DOSEN MENGGUNAKAN ALGORITMA K-MEANS PADA STMIK DIPANEGARA MAKASSAR;Artificial Intelligence;2;1
91;PERANCANGAN APLIKASI PENGUSULAN PENERIMA BEASISWA PENINGKATAN PRESTASI AKADEMIK (PPA) PADA STMIK DIPANEGARA MAKASSAR BERBASIS WEB;Sistem Terdistribusi (Web Service);2;1
92;PERANCANGAN SISTEM PENUNJANG KEPUTUSAN KATEGORISASI DESA DENGAN METODE TOPSIS DAN SAW BERBASIS WEB;Sistem Pendukung Keputusan;1;1
93;PERANCANGAN SISTEM PENENTUAN KOMODITI UNGGULAN DESA MENGGUNAKAN METODE LOCATION QUOTIENT (LQ) DAN SHIFT SHARE (SS) BERBASIS WEB;Sistem Pendukung Keputusan;1;1
94;IMPLEMENTASI APLIKASI PELATIHAN PENGEMBANGAN DAN EVALUASI SAFETY MAN BERBASIS ANDROID;E-Bisnis;1;1
95;PERANCANGAN APLIKASI PEMESANAN PARSEL PENGANTIN BERBASIS WEB PADA TOKO HJ.RASYIDAH GOWA;E-Commerce;3;1
96;SISTEM INFORMASI PENDAFTARAN SISWA BARU SECARA DARING PADA SMK LANIANG MAKASSAR BERBASIS WEB;Sistem Terdistribusi (Web Service);3;1
97;PERANCANGAN APLIKASI RENTAL MOBIL DI KOTA MAKASSAR BERBASIS ANDROID;E-Commerce;3;1
98;PERANCANGAN APLIKASI PEMESANAN ONLINE BUMBU MASAK DI PASAR TRADISIONAL DAYA BERBASIS WEB;E-Commerce;3;1
99;PERANCANGAN APLIKASI SISTEM INFORMASI KEPEGAWAIAN PADA BADAN KEPEGAWAIAN KANTOR REGIONAL IV MAKASSAR BERBASIS ANDROID;Optimasi Database;3;1
100;IMPLEMENTASI METODE TOPSIS DALAM MENENTUKAN KUALITAS KOPI BERBASIS WEB;Sistem Pendukung Keputusan;1;1
101;PERANCANGAN SISTEM PENENTUAN PEMBERIAN KREDIT MIKRO DENGAN METODE PERANGKINGAN TOPSIS DAN KLARIFIKASI NAIVE BAIYES PADA MANDIRI UNIT MIKRO;Sistem Pendukung Keputusan;1;1
102;PERANCANGAN APLIKASI MANAJEMEN PENGELOLAAN ZAKAT PADA UNIT PENGUMPUL ZAKAT (UPZ) BERBASIS WEB;E-Bisnis;1;1
103;IMPLEMENTASI SISTEM INFORMASI DINAS PARIWISATA KABUPATEN ENREKANG BERBASIS CLOUD COMPUTING;Komputasi Awan;2;1
104;PERANCANGAN SISTEM INFORMASI INVENTORI BARANG PADA TOKO RUMAHKU BERBASIS WEBSITE;Sistem Terdistribusi (Web Service);2;1
105;VISUALISASI ANIMASI 3D PERUMAHAN BTN MINIMALIS BERBASIS ANDROID MENGGUNAKAN SKETCHUP DAN UNITY;Artificial Intelligence;2;1
106;PRPTOTIPE ALAT PENDETEKSI SUHU DAN KELEMBABAN UNTUK PENGERINGAN DAN PENYIMPANAN BAWANG MERAH MENGGUNAKAN TEC (Thermo Electric Cooler);Intelligent System and Control/IoT;2;1
107;PERANCANGAN APLIKASI SISTEM PAKAR UNTUK MENDIAGNOSIS PENYAKIT DIABETES MELLITUS MENGGUNAKAN FUZZY LOGIC METODE SUGENO BERBASIS ANDROID;Artificial Intelligence;2;1
108;IMPLEMENTASI DATA MINING MENGGUNAKAN ALGORITMA K-MEANS CLUSTERING DALAM MENENTUKAN PILIHAN EKSTRAKULIKULER SISWA SMA NEGERI 21 MAKASSAR BERBASIS ANDROID;Data Mining;1;1
109;PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN KENAIKAN JABATAN KARYAWAN DENGAN METODE SIMPLE ADDICTIVE WEIGHTING (SAW) BERBASIS WEB;Sistem Pendukung Keputusan;1;1
110;PERANCANGAN APLIKASI ANTRIAN PELAYANAN RUMAH MAKAN SARI LAUT ARUMNDALU BERBASIS WEB SECARA REAL TIME;Sistem Terdistribusi (Web Service);2;1
111;RANCANGAN MEDIA PEMBELAJARAN INTERAKTIF ELEKTRONIK DIGITAL HAFIDZ QUR'AN BERBASIS WEB DAN ANDROID;Sistem Terdistribusi (Web Service);2;1
112;PENERAPAN DATA MINING UNTUK MEMPREDIKSI POTENSI MAHASISWA DROP OUT MENGGUNAKAN EXPECTATION MAXIMATION ALGORITHM;Artificial Intelligence;2;1
113;PRANCANGAN APLIKASI MONITORING DISTRIBUSI LOGISTIK BANTUAN BENCANA BERBASIS ANDROID;E-Bisnis;1;1
114;PERANCANGAN APLIKASI TIPE HURUF DENGAN FITUR OPENTYPE DENGAN MULTIPLE MASTER BERBASIS WEB;Data Analyst;1;1
115;OPTIMASI PRODUKSI SARI ROTI MENGGUNAKAN FUZZY LOGIC METODE MAMDANI DAN TSUKAMOTO BERBASIS WEB;Artificial Intelligence;2;1
116;IMPLEMENTASI ALGORITMA FISHER YATES PADA PERANCANGAN APLIKASI GAME EDUKASI PEMBELAJARAN SEJARAH PAHLAWAN;Artificial Intelligence;2;1
117;APLIKASI SISTEM INFORMASI PERJALANAN HAJI DAN UMROH BERBASIS WEB PADA PT LINTAS JAYA OPTIMA TOUR & TRAVEL CABANG MAKASSAR;Sistem Terdistribusi (Web Service);2;1
118;PROTOTYPE ALAT PENDETEKSI JARAK DAN PENGGUNAAN MASKER DI ERA PANDEMI BERBASIS MIKROKONTROLER;Intelligent System and Control/IoT;2;1
119;PERANCANGAN APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT KISTA OVARIUM BERBASIS ANDROID MENGGUNAKAN METODE BEST FIRST SEARCH;Artificial Intelligence;2;1
120;PERANCANGAN APLIKASI GAME EDUKASI BELAJAR MEMBACA DAN MENULIS UNTUK ANAK TINGKAT SEKOLAH DASAR;UI/UX Desain;3;1
121;IMPLEMENTASI SISTEM PELAYANAN IBU HAMIL BERBASIS ANDROID;E-Commerce;3;1
122;RANCANG BANGUN SISTEM QURBAN DIGITAL BERBASIS ANDROID DI MASJID AL-MUBARAKAH;E-Commerce;3;1
123;Implementasi metode Composite Performance Index dalam Pemilihan Kendaraan Bermotor Berbasis Web;Sistem Pendukung Keputusan;1;1
124;Sistem Pendukung Keputusan Seleksi Penerima Bantuan Langsung Tunai Dengan Metode K-Nearest Neighbor Berbasis Web;Sistem Pendukung Keputusan;1;1
125;Sistem Pendukung Keputusan Pemilihan Mahasiswa Berprestasi Menggunakan Metode Multifactor Evolution Process (MFEP);Sistem Pendukung Keputusan;1;1
126;Implementasi Algoritma C4.5 Dalam Aplikasi Seleksi Penerima Bantuan Sosial Berbasis Web;Data Mining;1;1
127;Implementasi Metode Naive Bayes Untuk Peminatan Organisasi Siswa Berbasis Web;Data Mining;1;1
128;Implementasi Algoritma Simple Multi Attribute Rating Technique Pada Sistem Rekomendasi Pengangkatan Pengawas sekolah pada Dinas Pendidikan sul sel;Sistem Pendukung Keputusan;1;1
129;Impelementasi Metode Promethee Dalam Pemilihan Supervisor Marketing dan Sales Manager Berbasis Web;Sistem Pendukung Keputusan;1;1
130;Aplikasi Asistem Virtual Menggunakan Pendekatan Natural Language Processing (NLP);Artificial Intelligence;1;1
131;Impelementasi Metode Electre Dalam Mengolah Kenaikan Gaji Berkala Berbasis Web;Sistem Pendukung Keputusan;1;1
132;Sistem Digitalisasi Dokumen Akademik Dengan Penerapan Metode AHO - Corasick;Data Mining;1;1
133;IMPLEMENTASI METODE CASE-BASED REASONING & CERTAINTY FACTOR DALAM MENDIAGNOSA PENYAKIT TANAMAN KAKAO BERBASIS WEB;Sistem Pendukung Keputusan;1;1
134;PERANCANGAN APLIKASI MANAJEMEN PERPUSTAKAAN BERBASIS QR CODE ANDROID PADA PERPUSTAKAAN SEKOLAH SMK NEGERI 3 MAKASSAR;Sistem Terdistribusi (Web Service);2;1
135;SISTEM PAKAR MENGIDENTIFIKASI JENIS PENYAKIT PADA TANAMAN HIAS JENIS MONSTERA ADANSONI MENGGUNAKAN ALGORITMA DFS BERBASIS WEB;Artificial Intelligence;2;1
136;PERANCANGAN CAMPUS SERVICE SYSTEM i DUHELP DALAM MENDUKUNG KEGIATAN DIVLEARN EDUCATION PADA STMIK DIPANEGARA MAKASSAR;Sistem Terdistribusi (Web Service);2;1
137;PENERAPAN ALGORITMA GREEDY UNTUK MENENTUKAN PAKET BUILD PC;Artificial Intelligence;2;1
138;PERANCANGAN APLIKASI GAME PUZZLE EDUKASI ARITMATIKA BERBASIS ANDROID;Artificial Intelligence;2;1
139;PERANCANGAN PROTOTYPE ALAT MONITORING SUHU DAN KELEMBABAN RUANG SERVER MENGGUNAKAN ARDUINO UNO R3 BERBASIS IoT;Intelligent System and Control/IoT;2;1
140;PEMBUATAN ANIMASI 3D INTERAKTIF DESAIN INTERIOR KAMAR TIDUR ANAK BERNUANSA WARNA CERIA MENGGUNAKAN BLENDER;Artificial Intelligence;2;1
141;PERANCANGAN APLIKASI RECORDING PETERNAKAN AYAM PETELUR DENGAN TEKNOLOGI WEB SERVICE BERBASIS ANDROID PADA ASIA FARM;Sistem Terdistribusi (Web Service);2;1
142;PEMBUATAN GAME LABIRIN 3D MENGGUNAKAN UNITY BERBASIS ANDROID;Artificial Intelligence;2;1
143;PENERAPAN METOTE NAÏVE BAYES UNTUK PENYEWAAN KIOS PADA PASAR TRADISIONAL MODERN KOTA PARE-PARE BERBASIS WEB;Artificial Intelligence;2;1
144;PERANCANGAN APLIKASI PENCARIAN HARI BAIK UNTUK KEGIATAN ADAT BUGIS MENGGUNAKAN METODE SEQUENTIAL BERBASIS ANDROID;Artificial Intelligence;2;1
145;Implementasi Data Mining Untuk Sistem Penyaluran Obat dan peralatan Kesehatan Metode Least Square;Data Mining;1;1
146;Perancangan Aplikasi Tes Buta Warna Berbasis Android Menggunakan Metode Ishihara dan Cambridge;E-Commerce;1;1
147;Penerapan Data mining untuk Klasifikasi Kesesuaian Program Pelatihan Dengan Metode Naive Bayes;Data Mining;1;1
148;Perancangan Sistem informasi pelayanan pasien berbasis web di klinik az-zahrah sinjai;Sistem Terdistribusi (Web Service);1;1
149;PERANCANGAN APLIKASI PEMETAAN JALUR REL KERETA API TRANS SULAWESI MENGGUNAKAN POLYLINE DRAWING/ARC VIEW BERBASIS WEB PADA DINAS PERHUBUNGAN PROVINSI SULAWESI SELATAN;Sistem Terdistribusi (Web Service);2;1
150;PERANCANGAN APLIKASI LAYANAN PENGANGKUT SAMPAH BERBASIS WEB SERVICE;Sistem Terdistribusi (Web Service);2;1
151;RANCANG BANGUN SISTEM PENDETEKSI TINGGI BADAN DAN UMUR SERTA ANTRIAN OTOMATIS PADA PINTU MASUK WAHANA BERMAIN;Intelligent System and Control/IoT;2;1
152;PERANCANGAN APLIKASI PENGENALAN DAN PEMBELAJARAN ILMU TAJWID AL QUR'AN BERBASIS ANIMASI INTERAKTIF MENGGUNAKAN METODE STRAIGHT AHEAD;Sistem Terdistribusi (Web Service);2;1
153;RANCANG BANGUN SISTEM KONTROL SMART DOOR LOCK MENGGUNAKAN KTP ELEKTRONIK;Intelligent System and Control/IoT;2;1
154;IMPLEMENTASI METODE FUZZY TSUKAMOTO UNTUK MENENTUKAN KELAYAKAN KEPEMILIKAN RUMAH SUBSIDI;Artificial Intelligence;2;1
155;SISTEM REKOMENDASI PEMBANGUNAN SOLAR PANEL UNTUK KEBUTUHAN RUMAH TANGGA BERBASIS ANDROID MENGGUNAKAN METODE WEIGHTED PRODUCT PADA TOKO EDS SOLARCELL MAKASSAR;Artificial Intelligence;2;1
156;RANCANG BANGUN GAME PEMBELAJARAN MATEMATIKA UNTUK ANAK USIA DINI MENGGUNAKAN METODE LINEAR CONGRUENT METHOD (LCM) BERBASIS WEB;Artificial Intelligence;2;1
